name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"İstanbul, Türkiye",2022-09-23,61.8,54.6,58.4,61.8,54.6,58.4,51.2,77.2,0.347,100.0,12.5,rain,0.0,0.0,21.3,11.7,42.1,1017.2,59.2,8.4,112.0,9.9,6.0,10.0,2022-09-23T06:52:14,2022-09-23T19:00:05,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-24,68.4,53.3,60.9,68.4,53.3,60.9,49.4,66.8,0.002,100.0,4.17,rain,0.0,0.0,11.9,7.5,8.4,1019.8,28.2,8.5,166.8,14.5,7.0,10.0,2022-09-24T06:53:15,2022-09-24T18:58:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-25,70.9,55.3,64.2,70.9,55.3,64.2,51.2,63.4,0.0,0.0,0.0,,0.0,0.0,15.2,10.0,63.5,1019.4,14.0,8.5,200.4,17.3,7.0,10.0,2022-09-25T06:54:16,2022-09-25T18:56:40,0.98,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-26,76.5,57.1,66.2,76.5,57.1,66.2,51.1,61.4,0.0,0.0,0.0,,0.0,0.0,18.6,6.9,224.9,1014.5,35.4,8.5,195.2,17.0,7.0,10.0,2022-09-26T06:55:16,2022-09-26T18:54:58,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-27,77.1,63.4,71.5,77.1,63.4,71.5,52.8,52.7,0.0,0.0,0.0,rain,0.0,0.0,23.9,11.0,234.4,1007.2,67.9,8.6,94.5,8.2,4.0,10.0,2022-09-27T06:56:17,2022-09-27T18:53:16,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-28,78.4,71.7,74.8,78.4,71.7,74.8,63.8,68.8,0.011,100.0,8.33,rain,0.0,0.0,28.2,11.5,217.9,1006.2,61.3,8.5,114.3,10.0,7.0,10.0,2022-09-28T06:57:18,2022-09-28T18:51:35,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-29,82.8,69.5,75.4,84.0,69.5,75.7,63.5,67.8,0.0,0.0,0.0,,0.0,0.0,20.6,7.2,208.3,1009.2,21.4,8.5,164.3,14.1,7.0,10.0,2022-09-29T06:58:20,2022-09-29T18:49:53,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-09-30,85.1,67.0,75.5,84.4,67.0,75.5,61.5,63.8,0.0,0.0,0.0,,0.0,0.0,14.5,5.3,207.3,1014.9,4.6,8.5,197.8,17.0,7.0,10.0,2022-09-30T06:59:21,2022-09-30T18:48:12,0.16,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-01,83.2,66.8,75.2,84.4,66.8,75.4,62.2,65.6,0.0,0.0,0.0,,0.0,0.0,14.3,4.7,228.7,1018.6,17.6,8.5,190.7,16.5,7.0,10.0,2022-10-01T07:00:23,2022-10-01T18:46:31,0.2,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-02,78.6,66.2,72.4,78.6,66.2,72.4,59.6,65.1,0.271,100.0,8.33,rain,0.0,0.0,27.5,8.1,315.3,1010.8,59.0,8.1,108.0,9.4,4.0,10.0,2022-10-02T07:01:25,2022-10-02T18:44:51,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-03,72.1,59.7,66.0,72.1,59.7,66.0,53.7,64.8,0.044,100.0,4.17,rain,0.0,0.0,15.9,11.1,358.8,1013.3,38.6,8.4,180.8,15.8,6.0,10.0,2022-10-03T07:02:27,2022-10-03T18:43:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-04,66.5,59.7,63.9,66.5,59.7,63.9,52.2,65.8,0.001,100.0,4.17,rain,0.0,0.0,20.4,8.8,2.0,1017.0,64.7,8.1,146.2,12.6,5.0,10.0,2022-10-04T07:03:30,2022-10-04T18:41:31,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-05,66.2,57.3,61.9,66.2,57.3,61.9,51.4,68.6,0.048,100.0,12.5,rain,0.0,0.0,25.5,14.3,34.4,1024.7,65.2,8.1,132.8,11.3,5.0,10.0,2022-10-05T07:04:32,2022-10-05T18:39:52,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-06,68.0,61.1,64.5,68.0,61.1,64.5,53.4,67.4,0.002,100.0,4.17,rain,0.0,0.0,31.1,18.1,43.0,1024.7,61.9,8.1,144.5,12.4,5.0,10.0,2022-10-06T07:05:35,2022-10-06T18:38:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-07,68.8,62.1,65.4,68.8,62.1,65.4,55.5,70.6,0.151,100.0,4.17,rain,0.0,0.0,32.9,21.6,23.3,1021.1,79.4,8.1,116.3,9.9,4.0,10.0,2022-10-07T07:06:39,2022-10-07T18:36:35,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-08,67.8,64.7,66.4,67.8,64.7,66.4,57.6,73.4,0.019,100.0,12.5,rain,0.0,0.0,23.9,15.6,6.1,1017.3,85.7,8.1,116.3,10.1,4.0,10.0,2022-10-08T07:07:42,2022-10-08T18:34:57,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-09,68.1,59.9,63.6,68.1,59.9,63.6,56.6,78.1,0.0,0.0,0.0,,0.0,0.0,17.7,9.3,311.6,1018.6,56.7,8.1,120.8,10.5,5.0,10.0,2022-10-09T07:08:46,2022-10-09T18:33:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-10,70.1,56.6,63.7,70.1,56.6,63.7,56.7,78.2,0.0,0.0,0.0,,0.0,0.0,23.0,15.0,40.4,1023.5,40.2,7.9,140.2,12.3,6.0,10.0,2022-10-10T07:09:50,2022-10-10T18:31:44,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-11,68.9,60.6,64.1,68.9,60.6,64.1,55.8,74.8,0.0,0.0,0.0,,0.0,0.0,26.6,14.2,54.1,1021.4,62.8,8.1,144.4,12.3,6.0,10.0,2022-10-11T07:10:54,2022-10-11T18:30:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-12,66.7,59.9,63.7,66.7,59.9,63.7,53.3,69.1,0.0,0.0,0.0,,0.0,0.0,26.4,16.5,43.7,1020.5,56.4,8.3,132.1,11.5,5.0,10.0,2022-10-12T07:11:59,2022-10-12T18:28:33,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-13,68.6,62.6,64.9,68.6,62.6,64.9,56.8,75.0,0.008,100.0,4.17,rain,0.0,0.0,23.7,15.4,40.2,1020.3,70.4,8.1,110.6,9.5,4.0,10.0,2022-10-13T07:13:04,2022-10-13T18:26:58,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-14,66.7,58.5,63.1,66.7,58.5,63.1,53.7,71.4,0.003,100.0,4.17,rain,0.0,0.0,30.4,17.5,58.7,1015.8,73.6,8.1,91.6,8.1,3.0,10.0,2022-10-14T07:14:10,2022-10-14T18:25:24,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-15,62.9,60.4,61.6,62.9,60.4,61.6,57.2,85.7,0.395,100.0,12.5,rain,0.0,0.0,32.4,18.5,43.4,1014.9,90.2,6.6,56.9,4.9,3.0,10.0,2022-10-15T07:15:15,2022-10-15T18:23:51,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-16,65.0,61.2,62.8,65.0,61.2,62.8,55.0,75.9,0.153,100.0,8.33,rain,0.0,0.0,30.9,19.9,18.5,1021.2,79.8,8.3,92.5,8.1,3.0,10.0,2022-10-16T07:16:21,2022-10-16T18:22:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-17,66.1,60.3,63.3,66.1,60.3,63.3,54.5,73.2,0.0,0.0,0.0,rain,0.0,0.0,32.4,19.9,21.0,1027.3,75.3,8.2,93.2,8.0,4.0,10.0,2022-10-17T07:17:28,2022-10-17T18:20:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-18,64.4,61.5,63.2,64.4,61.5,63.2,55.1,74.8,0.0,0.0,0.0,rain,0.0,0.0,29.1,15.0,39.4,1026.6,88.3,8.3,89.5,7.8,3.0,10.0,2022-10-18T07:18:34,2022-10-18T18:19:17,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-19,63.3,58.6,61.6,63.3,58.6,61.6,55.7,81.2,0.008,100.0,4.17,rain,0.0,0.0,18.8,9.8,30.1,1017.8,85.2,7.9,64.1,5.5,2.0,10.0,2022-10-19T07:19:41,2022-10-19T18:17:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-20,64.4,52.2,58.1,64.4,52.2,58.1,52.1,80.8,0.011,100.0,8.33,rain,0.0,0.0,26.8,17.4,32.0,1019.9,44.9,8.0,107.7,9.4,4.0,10.0,2022-10-20T07:20:49,2022-10-20T18:16:19,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-21,60.7,49.7,55.6,60.7,46.9,55.5,43.2,63.3,0.0,0.0,0.0,,0.0,0.0,23.0,13.2,41.6,1025.6,28.3,8.2,147.1,12.8,5.0,10.0,2022-10-21T07:21:56,2022-10-21T18:14:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-22,64.7,46.2,55.7,64.7,44.4,55.2,43.5,64.8,0.0,0.0,0.0,,0.0,0.0,14.5,5.8,94.2,1024.3,11.3,8.3,163.4,14.2,6.0,10.0,2022-10-22T07:23:04,2022-10-22T18:13:24,0.9,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-23,68.7,54.9,61.8,68.7,54.9,61.8,51.9,70.3,0.0,0.0,0.0,,0.0,0.0,19.7,12.0,222.6,1020.7,18.9,8.3,148.0,12.7,6.0,10.0,2022-10-23T07:24:13,2022-10-23T18:11:59,0.93,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-24,69.5,53.0,60.9,69.5,53.0,60.9,53.4,76.8,0.0,0.0,0.0,,0.0,0.0,8.5,5.4,35.0,1022.2,14.1,8.2,153.0,13.0,6.0,10.0,2022-10-24T07:25:21,2022-10-24T18:10:34,0.97,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-25,71.1,53.2,61.6,71.1,53.2,61.6,53.1,75.1,0.0,0.0,0.0,,0.0,0.0,9.4,3.8,64.8,1019.0,19.5,7.6,148.8,12.7,6.0,10.0,2022-10-25T07:26:30,2022-10-25T18:09:11,0.0,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-26,68.9,55.5,61.5,68.9,55.5,61.5,56.2,83.2,0.0,0.0,0.0,,0.0,0.0,16.6,9.0,33.1,1020.0,24.0,7.6,137.7,11.8,5.0,10.0,2022-10-26T07:27:40,2022-10-26T18:07:48,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-27,66.6,56.0,60.8,66.6,56.0,60.8,56.0,84.7,0.0,0.0,0.0,,0.0,0.0,20.8,12.1,50.9,1025.7,35.1,8.0,129.7,11.1,5.0,10.0,2022-10-27T07:28:49,2022-10-27T18:06:27,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-28,65.4,56.8,60.6,65.4,56.8,60.6,53.9,78.9,0.0,0.0,0.0,,0.0,0.0,26.8,15.6,45.0,1027.2,30.6,8.2,141.5,12.3,5.0,10.0,2022-10-28T07:29:59,2022-10-28T18:05:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-29,63.8,52.7,58.4,63.8,52.7,58.4,51.7,78.9,0.0,0.0,0.0,,0.0,0.0,24.6,14.0,49.8,1024.8,35.1,8.3,139.5,12.0,6.0,10.0,2022-10-29T07:31:09,2022-10-29T18:03:49,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-30,63.0,50.8,57.1,63.0,50.8,57.1,51.1,80.6,0.0,0.0,0.0,,0.0,0.0,16.8,9.4,36.8,1020.7,14.1,8.2,144.1,12.4,6.0,10.0,2022-10-30T07:32:20,2022-10-30T18:02:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-10-31,63.7,50.9,57.5,63.7,50.9,57.5,52.5,83.8,0.0,0.0,0.0,,0.0,0.0,16.1,9.8,40.5,1019.6,37.3,7.0,124.7,10.9,5.0,10.0,2022-10-31T07:33:30,2022-10-31T18:01:16,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-01,64.6,52.2,58.2,64.6,52.2,58.2,52.9,83.7,0.0,0.0,0.0,,0.0,0.0,15.7,7.7,49.1,1022.8,14.9,6.6,128.3,11.1,5.0,10.0,2022-11-01T07:34:41,2022-11-01T18:00:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-02,66.5,48.6,56.8,66.5,48.6,56.8,50.5,79.9,0.0,0.0,0.0,,0.0,0.0,13.9,4.9,200.9,1020.4,1.3,8.3,136.8,11.8,5.0,10.0,2022-11-02T07:35:52,2022-11-02T17:58:48,0.28,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-03,65.0,52.7,59.1,65.0,52.7,59.1,54.2,84.2,0.0,0.0,0.0,,0.0,0.0,19.2,11.6,36.7,1020.1,34.2,6.5,123.0,10.5,5.0,10.0,2022-11-03T07:37:04,2022-11-03T17:57:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-04,65.1,53.6,59.0,65.1,53.6,59.0,53.6,82.3,0.0,0.0,0.0,,0.0,0.0,19.2,8.4,57.5,1017.0,24.5,8.2,126.3,10.9,5.0,10.0,2022-11-04T07:38:15,2022-11-04T17:56:26,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-05,76.1,53.5,62.7,76.1,53.5,62.7,49.6,66.0,0.0,0.0,0.0,,0.0,0.0,12.3,5.4,115.8,1014.1,16.0,6.8,130.9,11.2,5.0,10.0,2022-11-05T07:39:27,2022-11-05T17:55:18,0.39,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-06,70.0,57.0,62.7,70.0,57.0,62.7,49.7,62.9,0.0,0.0,0.0,,0.0,0.0,19.5,13.5,42.2,1014.0,62.7,8.2,83.8,7.4,4.0,10.0,2022-11-06T07:40:39,2022-11-06T17:54:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-07,61.9,56.7,60.0,61.9,56.7,60.0,53.2,78.6,0.0,0.0,0.0,rain,0.0,0.0,28.6,14.6,29.1,1016.7,74.9,8.1,29.3,2.7,1.0,10.0,2022-11-07T07:41:50,2022-11-07T17:53:05,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-08,61.5,49.6,55.3,61.5,48.6,55.3,46.2,72.0,0.0,0.0,0.0,,0.0,0.0,17.2,10.6,36.6,1020.8,52.7,7.8,103.1,9.0,5.0,10.0,2022-11-08T07:43:02,2022-11-08T17:52:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-09,60.0,49.1,54.7,60.0,48.5,54.7,45.7,72.0,0.0,0.0,0.0,,0.0,0.0,17.4,8.9,59.6,1022.8,47.6,7.9,86.2,7.4,4.0,10.0,2022-11-09T07:44:14,2022-11-09T17:50:59,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-10,59.6,47.4,53.9,59.6,46.0,53.5,47.4,78.9,0.0,0.0,0.0,,0.0,0.0,17.2,10.4,53.4,1024.0,5.6,7.9,126.6,11.0,5.0,10.0,2022-11-10T07:45:27,2022-11-10T17:49:59,0.56,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-11,61.9,47.9,55.2,61.9,46.4,54.9,48.8,79.6,0.0,0.0,0.0,,0.0,0.0,20.1,9.9,36.7,1026.5,43.0,7.7,106.0,9.2,5.0,10.0,2022-11-11T07:46:39,2022-11-11T17:49:00,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-12,62.3,56.3,59.0,62.3,56.3,59.0,52.0,77.9,0.0,0.0,0.0,rain,0.0,0.0,29.5,17.0,58.6,1027.1,68.0,7.8,65.3,5.6,3.0,10.0,2022-11-12T07:47:51,2022-11-12T17:48:03,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-13,61.4,54.8,58.1,61.4,54.8,58.1,52.8,82.7,0.0,0.0,0.0,,0.0,0.0,23.7,11.9,43.8,1029.3,57.7,7.9,107.0,9.4,5.0,10.0,2022-11-13T07:49:02,2022-11-13T17:47:08,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-14,60.4,55.8,57.6,60.4,55.8,57.6,49.3,74.0,0.0,0.0,0.0,rain,0.0,0.0,22.4,10.5,41.5,1025.2,77.3,8.1,55.0,4.7,4.0,10.0,2022-11-14T07:50:14,2022-11-14T17:46:14,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-15,59.7,53.4,56.7,59.7,53.4,56.7,49.8,77.5,0.0,0.0,0.0,rain,0.0,0.0,18.1,11.9,27.1,1019.6,74.8,8.1,102.3,9.0,4.0,10.0,2022-11-15T07:51:26,2022-11-15T17:45:23,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-16,60.3,50.4,55.9,60.3,50.4,55.9,49.9,80.7,0.0,0.0,0.0,,0.0,0.0,21.5,13.0,237.2,1011.6,73.3,6.5,102.2,9.0,4.0,10.0,2022-11-16T07:52:37,2022-11-16T17:44:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-17,66.4,59.2,62.1,66.4,59.2,62.1,53.3,73.4,0.052,100.0,4.17,rain,0.0,0.0,35.3,13.8,216.6,1006.6,77.1,7.7,58.5,5.0,5.0,10.0,2022-11-17T07:53:49,2022-11-17T17:43:46,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-18,68.5,62.7,64.6,68.5,62.7,64.6,55.0,71.0,0.102,100.0,12.5,rain,0.0,0.0,31.5,14.7,208.3,1007.3,79.4,8.1,50.0,4.2,3.0,10.0,2022-11-18T07:54:59,2022-11-18T17:43:00,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-19,72.2,63.8,67.6,72.2,63.8,67.6,58.0,71.3,0.001,100.0,4.17,rain,0.0,0.0,31.3,13.6,214.8,1012.3,52.4,8.1,101.6,9.0,5.0,10.0,2022-11-19T07:56:10,2022-11-19T17:42:17,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-20,72.4,64.5,68.2,72.4,64.5,68.2,54.5,62.4,0.0,0.0,0.0,,0.0,0.0,23.7,10.0,202.0,1015.4,73.4,8.1,41.0,3.4,2.0,10.0,2022-11-20T07:57:20,2022-11-20T17:41:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-21,73.5,60.4,67.3,73.5,60.4,67.3,51.3,57.6,0.037,100.0,4.17,rain,0.0,0.0,39.6,14.0,195.9,1009.2,75.3,7.9,82.0,7.0,4.0,10.0,2022-11-21T07:58:30,2022-11-21T17:40:56,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-22,60.8,50.7,55.8,60.8,50.7,55.8,50.5,82.4,0.553,100.0,12.5,rain,0.0,0.0,28.2,16.4,218.1,1011.6,70.8,8.0,52.8,4.6,3.0,10.0,2022-11-22T07:59:39,2022-11-22T17:40:18,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
"İstanbul, Türkiye",2022-11-23,67.7,54.5,60.2,67.7,54.5,60.2,49.0,67.8,0.075,100.0,8.33,rain,0.0,0.0,20.9,11.2,181.0,1008.5,76.0,7.9,62.2,5.5,3.0,10.0,2022-11-23T08:00:48,2022-11-23T17:39:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999,LTFJ"
